confidence,crosswalkId,limitations,matchedAddressPointCount,neighborhood,neighborhoodMatchedPointSharePct,relationshipType,reviewStatus,sourceIds,statementClass,tractId,tractNumber,validAt,village
high,LH-TRACT-NEIGHBORHOOD-0014,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",35,Astoria 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16127,16127,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0015,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",43,Astoria 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16126,16126,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0016,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",100,Atherton Glen,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16234,16234,2026-07-27,Echo Ridge
high,LH-TRACT-NEIGHBORHOOD-0017,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",29,Bellataire 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16394,16394,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0018,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",24,Bellataire 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16400,16400,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0019,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",29,Belmont Hill 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15904,15904,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0020,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",43,Belmont Hill 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15905,15905,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0021,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",157,Berkshire,99.37,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16157,16157,2026-07-27,Avendale
medium,LH-TRACT-NEIGHBORHOOD-0022,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",1,Berkshire,0.63,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16270,16270,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0023,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",12,Branches,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16025,16025,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0024,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",176,Branches,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16341,16341,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0025,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",82,Briar Rose 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16341,16341,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0026,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",21,Briar Rose 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16271,16271,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0027,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",58,CH Custom,34.12,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15985,15985,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0028,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",58,CH Custom,34.12,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15988,15988,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0029,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",54,CH Custom,31.76,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16586,16586,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0030,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",36,Canopy Lane 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16103,16103,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0031,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",19,Canopy Lane 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16117,16117,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0032,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",53,Canopy Lane 3,89.83,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16115,16115,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0033,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",6,Canopy Lane 3,10.17,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16117,16117,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0034,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",35,Capistrano,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15989,15989,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0035,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",88,Castellina SUB,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16515,16515,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0036,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",155,Chambray,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15827,15827,2026-07-27,Bridgepark
high,LH-TRACT-NEIGHBORHOOD-0037,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",39,Charleston Place,29.10,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16025,16025,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0038,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",95,Charleston Place,70.90,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16157,16157,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0039,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",52,Chesapeake 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16250,16250,2026-07-27,Wycliffe
high,LH-TRACT-NEIGHBORHOOD-0040,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",37,Chesapeake 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16247,16247,2026-07-27,Wycliffe
high,LH-TRACT-NEIGHBORHOOD-0041,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",56,Chimney Corners 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15906,15906,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0042,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",36,Chimney Corners 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15903,15903,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0043,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",37,Christopher Homes,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16025,16025,2026-07-27,Avendale
high,LH-TRACT-NEIGHBORHOOD-0044,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",42,Claiborne 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16350,16350,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0045,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",25,Claiborne 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16356,16356,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0046,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",21,Clifton Heights 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15909,15909,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0047,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",33,Clifton Heights 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15908,15908,2026-07-27,Flintridge
medium,LH-TRACT-NEIGHBORHOOD-0048,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",2,Covenant Hills,4.17,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15987,15987,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0049,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",46,Covenant Hills,95.83,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16586,16586,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0050,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",19,Davenport,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16203,16203,2026-07-27,Flintridge
high,LH-TRACT-NEIGHBORHOOD-0051,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",121,Davenport,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16203,16203,2026-07-27,Wycliffe
high,LH-TRACT-NEIGHBORHOOD-0052,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",37,Encantada,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16395,16395,2026-07-27,Covenant Hills
high,LH-TRACT-NEIGHBORHOOD-0053,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",36,Evergreen 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16346,16346,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0054,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",41,Evergreen 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-16351,16351,2026-07-27,Terramor
high,LH-TRACT-NEIGHBORHOOD-0055,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",47,Fairfield 1,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15623,15623,2026-07-27,Oak Knoll
high,LH-TRACT-NEIGHBORHOOD-0056,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",40,Fairfield 2,100.00,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15620,15620,2026-07-27,Oak Knoll
medium,LH-TRACT-NEIGHBORHOOD-0057,"Current address points and 2019 names are joined to the smallest containing County legal-map polygon. This does not establish historical opening, construction, sale, habitability, or occupancy dates.",3,Front Street,11.11,current_address_points_within_smallest_containing_recorded_tract,current_geographic_crosswalk_not_historical_lifecycle,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,spatial_crosswalk,LH-TRACT-15884,15884,2026-07-27,Avendale
