claimId,supportingObservationCount,independentSourceOrganizationCount,primarySourceCount,contemporarySourceCount,visualSourceCount,conflictingObservationCount,geographicPrecision,temporalPrecision,directness,sourceAuthority,completeness,finalConfidence,confidenceRationale,exhaustionStatus,limitations
LH-CLM-TRACT-15901,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15902,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15903,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15904,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15905,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15906,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15907,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15908,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15909,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15910,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15911,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15912,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15914,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15915,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15985,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15986,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15987,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15988,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15989,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-15990,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16025,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16063,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16101,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16102,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16103,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16104,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16105,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16114,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16115,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16116,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16117,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16118,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16119,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16120,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16121,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16122,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16126,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16127,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16155,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16156,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16157,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16203,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16234,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16235,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16236,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16237,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16238,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16239,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16240,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16241,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16242,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16243,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16244,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16245,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16246,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16247,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16248,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16249,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16250,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16270,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16271,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16341,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16342,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16346,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16347,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16348,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16349,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16350,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16351,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16352,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16353,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16354,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16355,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16356,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16384,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16385,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16386,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16387,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16388,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16389,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16390,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16391,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16392,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16393,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16394,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16395,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16400,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16414,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
