edgeId,fromId,fromType,relationship,toId,toType,validFrom,validTo,evidenceIds,sourceIds,confidence,version,reviewStatus,limitations,notes
LH-EDGE-018,LH-EVT-001B,ApprovalClaim,disagrees_with,LH-EVT-001,EnvironmentalReviewCertification,,,LH-SRC-RMV-PLANNING;LH-SRC-OC-EIR-CERT,LH-SRC-RMV-PLANNING;LH-SRC-OC-EIR-CERT,high,1.0,preserved_first_edition_edge,First-edition relationship retained and normalized to the Mission 4 edge schema.,Different dates and actions are preserved without conflation
LH-EDGE-M5-00019,LH-SRC-OC-PC,Source,archived_as,LH-ARCHIVE-010CAE982048,ArchivedFile,2026-07-26,,LH-SRC-OC-PC,LH-SRC-OC-PC,high,3.0,reviewed,Scanned image PDF; the current Census boundary is not its legal boundary,1922b1c9ca24097885ced31fb88dc2e971dc72a55b63e956f97178b91cbcfb9c
LH-EDGE-M5-00020,LH-SRC-OC-MAP,Source,archived_as,LH-ARCHIVE-7A7E6EBB3EFD,ArchivedFile,2026-07-26,,LH-SRC-OC-MAP,LH-SRC-OC-MAP,high,3.0,reviewed,Single-sheet plan; digitization and registration still required,42cb618abcd8e67c38418688191f18c857e91d18f2c22f3db907e5bbd5c72527
LH-EDGE-M5-00021,LH-SRC-OC-DA,Source,archived_as,LH-ARCHIVE-CDC6DE17D3F1,ArchivedFile,2026-07-26,,LH-SRC-OC-DA,LH-SRC-OC-DA,high,3.0,reviewed,Legal agreement does not by itself establish physical completion dates,7e9f9d1eb783f77e011bea4eaca2f72334c78a3a6d3f0a245a5d8b9c6692dff3
LH-EDGE-M5-00022,LH-SRC-OC-ADS,Source,archived_as,LH-ARCHIVE-CD4E9ECAF066,ArchivedFile,2026-07-26,,LH-SRC-OC-ADS,LH-SRC-OC-ADS,high,3.0,reviewed,Approval and supplement dates are regulatory milestones rather than construction dates,b0fcbcdc7896d14d0c680290120591e82e0c24ad9382527add5e4f1d7b48d2c1
LH-EDGE-M5-00023,LH-SRC-CENSUS-CDP,Source,archived_as,LH-ARCHIVE-9E8260E21BAD,ArchivedFile,2026-07-26,,LH-SRC-CENSUS-CDP,LH-SRC-CENSUS-CDP,high,3.0,reviewed,Current statistical boundary; not the 1997 planned-community or tract boundary,d41979ffa6f9ccc685021d74d83201c2e884d4e2bc36320013f97e561c69b040
LH-EDGE-M5-00024,LH-SRC-OC-TRACTS,Source,archived_as,LH-ARCHIVE-52E4643D43D4,ArchivedFile,2026-07-26,,LH-SRC-OC-TRACTS,LH-SRC-OC-TRACTS,high,3.0,reviewed,Intersection with the current CDP includes maps that cross its edge; recording does not prove construction or occupancy,18a875915f02608d2c8ddf50af2e9c3832a787680ba5ecb06f8166158606cc61
LH-EDGE-M5-00025,LH-SRC-OC-IMAGERY,Source,archived_as,LH-ARCHIVE-1261A3926B74,ArchivedFile,2026-07-26,,LH-SRC-OC-IMAGERY,LH-SRC-OC-IMAGERY,high,3.0,reviewed,Service catalog dates distinguish Date_On_Map from DateCurrent; both usable development-era frames have partial coverage and scan or flight-footprint gaps.,c14c85414807c60ccbe032efb7e3df22aff3a96d3281f25a94e8f59e62f677df
LH-EDGE-M5-00026,LH-SRC-CEQANET-UTILITIES,Source,archived_as,LH-ARCHIVE-EE67D12599EE,ArchivedFile,2026-07-26,,LH-SRC-CEQANET-UTILITIES,LH-SRC-CEQANET-UTILITIES,high,3.0,reviewed,Summary record does not provide as-built completion dates,cb0297fbdb002c48783e7b4902597cb89c95928009f9364955a2537cd44e15b7
LH-EDGE-M5-00027,LH-SRC-RMV-PLANNING,Source,archived_as,LH-ARCHIVE-520A6AF62096,ArchivedFile,2026-07-26,,LH-SRC-RMV-PLANNING,LH-SRC-RMV-PLANNING,high,3.0,reviewed,Developer-authored and promotional; use for its own chronology with corroboration where possible,
LH-EDGE-M5-00028,LH-SRC-LARMAC-TIMELINE,Source,archived_as,LH-ARCHIVE-AE40A33343DC,ArchivedFile,2026-07-26,,LH-SRC-LARMAC-TIMELINE,LH-SRC-LARMAC-TIMELINE,high,3.0,reviewed,Organization-authored retrospective; sales figures appear to be interval totals and require original sales records for independent verification,2c2bfac90432cfb585898806f0d9b13cf8fc2bf1da1e3b54d662183df9bc4fa7
LH-EDGE-M5-00029,LH-SRC-ULI-CASE,Source,archived_as,LH-ARCHIVE-031A5B4ED3E8,ArchivedFile,2026-07-26,,LH-SRC-ULI-CASE,LH-SRC-ULI-CASE,high,3.0,reviewed,Retrospective case study; not a permit or as-built record,
LH-EDGE-M5-00030,LH-SRC-CUSD-CHAPARRAL,Source,archived_as,LH-ARCHIVE-E6B56045B0F2,ArchivedFile,2026-07-26,,LH-SRC-CUSD-CHAPARRAL,LH-SRC-CUSD-CHAPARRAL,high,3.0,reviewed,Retrospective opening statement gives month but not day,ef76f10afdc4803d0456f263638b46d3013b151ff098b16aa105e220162e9b83
LH-EDGE-M5-00031,LH-SRC-CUSD-LRES,Source,archived_as,LH-ARCHIVE-E14676F66371,ArchivedFile,2026-07-26,,LH-SRC-CUSD-LRES,LH-SRC-CUSD-LRES,high,3.0,reviewed,Retrospective school report,732341b973b527b90ebebeb4bdb8bbac40f447115742443061f7cd2ff57a1f39
LH-EDGE-M5-00032,LH-SRC-CUSD-LRMS,Source,archived_as,LH-ARCHIVE-74D2AEC187CE,ArchivedFile,2026-07-26,,LH-SRC-CUSD-LRMS,LH-SRC-CUSD-LRMS,high,3.0,reviewed,Retrospective school report,0e91c02f9cec22470a6ebf0c482f5d5b4f589ad99b744d71af88f32a5d77d160
LH-EDGE-M5-00033,LH-SRC-CDE-OSO,Source,archived_as,LH-ARCHIVE-CF6FE6020E62,ArchivedFile,2026-07-26,,LH-SRC-CDE-OSO,LH-SRC-CDE-OSO,high,3.0,reviewed,Registry gives opening date but not planning or construction window,3ae6cd0afc006449c6408f1a9290a57afe096e59b1d6d5d548039650927291c4
LH-EDGE-M5-00034,LH-SRC-NWS-ELTORO,Source,archived_as,LH-ARCHIVE-AC56D4C517F0,ArchivedFile,2026-07-26,,LH-SRC-NWS-ELTORO,LH-SRC-NWS-ELTORO,high,3.0,reviewed,Station is north of Ladera Ranch and local terrain can alter winds,92a899492004d9d4bbfaf53cf6222c6f66597d64289c59b7a9dbae985afcdf8c
LH-EDGE-M5-00035,LH-SRC-NWS-SANTA-ANA,Source,archived_as,LH-ARCHIVE-3F7CF286C435,ArchivedFile,2026-07-26,,LH-SRC-NWS-SANTA-ANA,LH-SRC-NWS-SANTA-ANA,high,3.0,reviewed,Regional process description rather than site-specific measurements,88756fb69d5f87cf814d4da56c7852644e42f8973623330fc89e49c31e3ec416
LH-EDGE-M5-00036,LH-SRC-OSM-SCHOOLS,Source,archived_as,LH-ARCHIVE-DB65363DDCFB,ArchivedFile,2026-07-26,,LH-SRC-OSM-SCHOOLS,LH-SRC-OSM-SCHOOLS,high,3.0,reviewed,Community-maintained geometry; coordinates are building centroids rather than surveyed parcel points,1b17ef8f8743ff7db419a9f0b08b6460e71d814f6c953fde5b33a497aef6411a
LH-EDGE-M5-00037,LH-SRC-OC-EIR-CERT,Source,archived_as,LH-ARCHIVE-E68857A3DEBA,ArchivedFile,2026-07-26,,LH-SRC-OC-EIR-CERT,LH-SRC-OC-EIR-CERT,high,3.0,reviewed,Retrospective 2018 staff record cites the 1995 EIR certification but does not include the original Board minutes,a0ddfcc3f3a49776381a982348e7ad9cdabf3162961ec3d9cdfd6b75a4174003
LH-EDGE-M5-00038,LH-SRC-OC-LMS-TRACT-PDFS,Source,archived_as,LH-ARCHIVE-2FE47493A598,ArchivedFile,2026-07-26,,LH-SRC-OC-LMS-TRACT-PDFS,LH-SRC-OC-LMS-TRACT-PDFS,high,3.0,reviewed,Title sheets document legal map facts and may cite prior maps but do not establish grading construction sale habitability or occupancy dates,540397c8c5ac9f29d65824b49af428c2ffc8c99a322a2707b949e1742842929c
LH-EDGE-M5-00039,LH-SRC-NOAA-ISD-HISTORY,Source,archived_as,LH-ARCHIVE-C92B8EE206E0,ArchivedFile,2026-07-26,,LH-SRC-NOAA-ISD-HISTORY,LH-SRC-NOAA-ISD-HISTORY,high,3.0,reviewed,Station distance and period of record do not establish representativeness at Ladera Ranch,1994747ab4af1b97e63adb434b4d0d022f2daee76f0c144ea9ab46be2d906604
LH-EDGE-M5-00040,LH-SRC-NOAA-GLOBAL-HOURLY,Source,archived_as,LH-ARCHIVE-9AD7E0B82786,ArchivedFile,2026-07-26,,LH-SRC-NOAA-GLOBAL-HOURLY,LH-SRC-NOAA-GLOBAL-HOURLY,high,3.0,reviewed,Airport observations are regional context and may differ from Ladera Ranch because of terrain elevation station moves and instrumentation,e7466377fe9f7798901c3d00c929ce53c447423b927200763caa8645be9d32dd
LH-EDGE-M5-00041,LH-SRC-OC-DEM-2018,Source,archived_as,LH-ARCHIVE-F331FFE9B035,ArchivedFile,2026-07-26,,LH-SRC-OC-DEM-2018,LH-SRC-OC-DEM-2018,high,3.0,reviewed,"Post-study-period terrain surface; grading may have changed landform since 1997-2010. The 2018 service metadata leaves the band-value unit element blank, so the U.S.-foot vertical interpretation is documented as an inference and converted explicitly.",4c2cdbf1882310bd5335b0fd31f2f0d116c5ba7b068b782136c5b011b7a78d18
LH-EDGE-M5-00042,LH-SRC-OC-WATERSHEDS,Source,archived_as,LH-ARCHIVE-F331FFE9B035,ArchivedFile,2026-07-26,,LH-SRC-OC-WATERSHEDS,LH-SRC-OC-WATERSHEDS,high,3.0,reviewed,"Current broad watershed boundary; does not establish historical site drainage, stormwater routing, or parcel-scale flow paths.",4c2cdbf1882310bd5335b0fd31f2f0d116c5ba7b068b782136c5b011b7a78d18
LH-EDGE-M5-00043,LH-SRC-OC-STREAMS-2016,Source,archived_as,LH-ARCHIVE-F331FFE9B035,ArchivedFile,2026-07-26,,LH-SRC-OC-STREAMS-2016,LH-SRC-OC-STREAMS-2016,high,3.0,reviewed,"LiDAR-derived 2016 hydrographic context, not a historical 1997-2010 drainage map; centerlines do not by themselves distinguish perennial flow.",4c2cdbf1882310bd5335b0fd31f2f0d116c5ba7b068b782136c5b011b7a78d18
LH-EDGE-M5-00044,LH-SRC-OC-FLOOD-CHANNELS,Source,archived_as,LH-ARCHIVE-F331FFE9B035,ArchivedFile,2026-07-26,,LH-SRC-OC-FLOOD-CHANNELS,LH-SRC-OC-FLOOD-CHANNELS,high,3.0,reviewed,Inventory attributes may include design drawing dates while as-built fields remain blank; a drawing year is not treated as construction completion or occupancy evidence.,4c2cdbf1882310bd5335b0fd31f2f0d116c5ba7b068b782136c5b011b7a78d18
LH-EDGE-M5-00045,LH-SRC-DGS-DSA-TRACKER,Source,archived_as,LH-ARCHIVE-A17C7E9716FE,ArchivedFile,2026-07-26,,LH-SRC-DGS-DSA-TRACKER,LH-SRC-DGS-DSA-TRACKER,high,3.0,reviewed,"Plan receipt, approval, field-review, closeout, and certification dates are distinct administrative milestones; none is automatically the exact physical construction start.",1b72f15edc5d93cd82760a6644a54055907e3f27091c2f75ebc56bd6cb07bf35
LH-EDGE-M5-00046,LH-SRC-OC-BOND-2006Q4,Source,archived_as,LH-ARCHIVE-1466B2BB97BE,ArchivedFile,2026-07-27,,LH-SRC-OC-BOND-2006Q4,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,CFD boundaries and product tables do not cover every Ladera tract; aggregate absorption is used only under the report's explicit built-and-occupied definition.,ff6e770b8ced11607081d913cd22930e266156a74408fe8315be6513c5c58949
LH-EDGE-M5-00047,LH-SRC-OC-BOND-2011Q4,Source,archived_as,LH-ARCHIVE-5A3ED70E6512,ArchivedFile,2026-07-27,,LH-SRC-OC-BOND-2011Q4,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,CFD boundaries and product tables do not cover every Ladera tract; aggregate absorption is used only under the report's explicit built-and-occupied definition.,fbbe9331a19c92870c6e156e3c1d7518f6d320c071a3898a633dfde6231a6568
LH-EDGE-M5-00048,LH-SRC-OC-CFD-HISTORY,Source,archived_as,LH-ARCHIVE-758083646431,ArchivedFile,2026-07-27,,LH-SRC-OC-CFD-HISTORY,LH-SRC-OC-CFD-HISTORY,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,84607f5b609499edf81aec709ef0e6fd46ecb76a9746d970c9248838add63b9c
LH-EDGE-M5-00049,LH-SRC-OC-LADR-2018,Source,archived_as,LH-ARCHIVE-484C4ACB240D,ArchivedFile,2026-07-27,,LH-SRC-OC-LADR-2018,LH-SRC-OC-LADR-2018,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,9ec7f4e1d2f323ef81254f368b0b426ab0a6bb309819ad9cf37c334e8c0b93b7
LH-EDGE-M5-00050,LH-SRC-LARMAC-STREETS-2019,Source,archived_as,LH-ARCHIVE-45FB98D7E8EF,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-STREETS-2019,LH-SRC-LARMAC-STREETS-2019,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,ce55c3095c7111cea86fdad9ebd75ac5c5719c01c61fbe571d3ba576243d467a
LH-EDGE-M5-00051,LH-SRC-LARMAC-CUSTOM-2006,Source,archived_as,LH-ARCHIVE-A17B87D7D9C1,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-CUSTOM-2006,LH-SRC-LARMAC-CUSTOM-2006,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,71585c041dd74ffa8141179189f6d06248c244b235e5bdba1173a75418cca3a0
LH-EDGE-M5-00052,LH-SRC-OC-TRANSPORT-2008,Source,archived_as,LH-ARCHIVE-FF8C4FC293F3,ArchivedFile,2026-07-27,,LH-SRC-OC-TRANSPORT-2008,LH-SRC-OC-TRANSPORT-2008,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,fa3c7f188ffbb0f2920f5ea80065b1be91107673f10d6212a6a11b38a49e8670
LH-EDGE-M5-00053,LH-SRC-LARMAC-RW-2019W,Source,archived_as,LH-ARCHIVE-936E9FD3E35D,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-RW-2019W,LH-SRC-LARMAC-RW-2019W,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,ea1ded896342d8b53e4d956f842beafd42cf4024b5886c2388b369cbc988dc75
LH-EDGE-M5-00054,LH-SRC-LARMAC-RW-2020S,Source,archived_as,LH-ARCHIVE-43DEAD5E37D3,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-RW-2020S,LH-SRC-LARMAC-RW-2020S,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,40dd6c98b700ae56927d8a87ce3d316850fa491d8545d7b346fdcd618f35197d
LH-EDGE-M5-00055,LH-SRC-LARMAC-TIMELINE-M5,Source,archived_as,LH-ARCHIVE-61F09C42E183,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-TIMELINE-M5,LH-SRC-LARMAC-TIMELINE-M5,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,2c2bfac90432cfb585898806f0d9b13cf8fc2bf1da1e3b54d662183df9bc4fa7
LH-EDGE-M5-00056,LH-SRC-PROB-TRAILS-1999,Source,archived_as,LH-ARCHIVE-378BF25240E4,ArchivedFile,2026-07-27,,LH-SRC-PROB-TRAILS-1999,LH-SRC-PROB-TRAILS-1999,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,eeada8538941af358a696bb44d4aa205ee60b4822f6cad344f6198408bd518eb
LH-EDGE-M5-00057,LH-SRC-LAT-BUILDERS-1998,Source,archived_as,LH-ARCHIVE-EDF2E3400B85,ArchivedFile,2026-07-27,,LH-SRC-LAT-BUILDERS-1998,LH-SRC-LAT-BUILDERS-1998,high,3.0,reviewed,Contemporary reporting is retained as reported evidence; it is not a permit or occupancy ledger.,2df14be5530e661aafbe1e4d66f779c04394ba2b2b2b4fa3a5529ad13668059a
LH-EDGE-M5-00058,LH-SRC-LAT-PHASE1-1999,Source,archived_as,LH-ARCHIVE-E5136DFF8528,ArchivedFile,2026-07-27,,LH-SRC-LAT-PHASE1-1999,LH-SRC-LAT-PHASE1-1999,high,3.0,reviewed,Contemporary reporting is retained as reported evidence; it is not a permit or occupancy ledger.,092060037b062a6c714fda54754b9120ec3b71d030d082e5c69c31ad361bef86
LH-EDGE-M5-00059,LH-SRC-LAT-OPENING-1999,Source,archived_as,LH-ARCHIVE-913C5EA7879D,ArchivedFile,2026-07-27,,LH-SRC-LAT-OPENING-1999,LH-SRC-LAT-OPENING-1999,high,3.0,reviewed,Contemporary reporting is retained as reported evidence; it is not a permit or occupancy ledger.,0ffc4a965270e24be8e231e4852d8b6b1200080705c82bb47922e967d27bcc30
LH-EDGE-M5-00060,LH-SRC-LAT-FIRST-RESIDENT-1999,Source,archived_as,LH-ARCHIVE-BCAFEDE98050,ArchivedFile,2026-07-27,,LH-SRC-LAT-FIRST-RESIDENT-1999,LH-SRC-LAT-FIRST-RESIDENT-1999,high,3.0,reviewed,Contemporary reporting is retained as reported evidence; it is not a permit or occupancy ledger.,41e24df90699c539780b99dd95d0694aab479ac5d9447fd9b2ae4392ae2f3919
LH-EDGE-M5-00061,LH-SRC-ACTIVERAIN-2010,Source,archived_as,LH-ARCHIVE-2B09E0E22E4F,ArchivedFile,2026-07-27,,LH-SRC-ACTIVERAIN-2010,LH-SRC-ACTIVERAIN-2010,high,3.0,reviewed,Secondary 2010 builder directory conflicts with the County report for several Phase VI products; the official County report controls those builder assignments.,3f333956178d1303aedcf4b613e99726cd0a26720f38192b8eec665e5a2ffa05
LH-EDGE-M5-00062,LH-SRC-LARMAC-VILLAGE-1,Source,archived_as,LH-ARCHIVE-92268AE62B6A,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-1,LH-SRC-LARMAC-VILLAGE-1,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,d0a5b217a9aea68206d882e43941120d4bc2c590315d9b16d36c7bf7cded2d62
LH-EDGE-M5-00063,LH-SRC-LARMAC-VILLAGE-2,Source,archived_as,LH-ARCHIVE-FF8EE138FC1D,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-2,LH-SRC-LARMAC-VILLAGE-2,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,4f88dd8a49508a3ace7bf4cb3add54a901303e0f67eca967bb75d98230a9c8cb
LH-EDGE-M5-00064,LH-SRC-LARMAC-VILLAGE-3,Source,archived_as,LH-ARCHIVE-A85624F615BE,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-3,LH-SRC-LARMAC-VILLAGE-3,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,b9c9c098c9749288ab4883f776ad080e5c0c653374bd127d79bfbde0f090e17d
LH-EDGE-M5-00065,LH-SRC-LARMAC-VILLAGE-4,Source,archived_as,LH-ARCHIVE-39CD4AC573DA,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-4,LH-SRC-LARMAC-VILLAGE-4,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,408182343fb0bda50185bbdd4940a8618db95eec09a7205a9aa8b8de01edcc13
LH-EDGE-M5-00066,LH-SRC-LARMAC-VILLAGE-5,Source,archived_as,LH-ARCHIVE-9C4D503638D8,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-5,LH-SRC-LARMAC-VILLAGE-5,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,c9554106a743120aa714fcbeaedeabff45e97a52a716be325db76d4f1435bc4f
LH-EDGE-M5-00067,LH-SRC-LARMAC-VILLAGE-6,Source,archived_as,LH-ARCHIVE-A9F749127797,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-6,LH-SRC-LARMAC-VILLAGE-6,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,2587032dbf5f8b180f7872c5d34b0e965ad8f9da64c0c49e69e2b542bf0acc0f
LH-EDGE-M5-00068,LH-SRC-LARMAC-VILLAGE-7,Source,archived_as,LH-ARCHIVE-7AB667D747DB,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-7,LH-SRC-LARMAC-VILLAGE-7,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,c804ca8618a71e6da3ae89bee1d17211b7a659c37fb88c5c5f8c45c9050b9ddc
LH-EDGE-M5-00069,LH-SRC-LARMAC-VILLAGE-8,Source,archived_as,LH-ARCHIVE-A2B014012D94,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-8,LH-SRC-LARMAC-VILLAGE-8,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,588460d7973090d08ade9f769b3538a6e004cfedb3ac358dd7cf237d9656ae70
LH-EDGE-M5-00070,LH-SRC-LARMAC-VILLAGE-9,Source,archived_as,LH-ARCHIVE-0C99C0DF268D,ArchivedFile,2026-07-27,,LH-SRC-LARMAC-VILLAGE-9,LH-SRC-LARMAC-VILLAGE-9,high,3.0,reviewed,Use only for the claim scope documented in Mission 5.,89abd95c7718b23e6f3413586dcc4ac8a0f103e3567fc49caf3bde505d5fb8af
LH-EDGE-M5-00071,LH-SRC-OC-ADDRESS-POINTS,Source,archived_as,LH-ARCHIVE-974F1D7507F6,ArchivedFile,2026-07-27,,LH-SRC-OC-ADDRESS-POINTS,LH-SRC-OC-ADDRESS-POINTS,high,3.0,reviewed,"Current address and street geometry supports a present-day geographic crosswalk only; it does not date construction, sale, habitability, or occupancy.",23b28d6b548e64a2e8e97cc8a388de088007dc8de40154dc206c121be78d609e
LH-EDGE-M5-00072,LH-SRC-OC-STREET-CENTERLINES,Source,archived_as,LH-ARCHIVE-F1F9A505A42D,ArchivedFile,2026-07-27,,LH-SRC-OC-STREET-CENTERLINES,LH-SRC-OC-STREET-CENTERLINES,high,3.0,reviewed,"Current address and street geometry supports a present-day geographic crosswalk only; it does not date construction, sale, habitability, or occupancy.",71e3af4ff29d3afaa8e5a973f0b4ddc79b195e8f71e0f2eea7bdee3db40af75b
LH-EDGE-M5-00073,LH-SRC-CDFW-NAIP-2005,Source,archived_as,LH-ARCHIVE-1E6A32B03C08,ArchivedFile,2026-07-27,,LH-SRC-CDFW-NAIP-2005,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Flight-date filenames and pixels support visible-state observations; imagery alone does not establish permits, legal completion, certificates of occupancy, or individual exposure.",5fcee243aa5dde4123903fc9a0a3341511abcbcf88ded17bd94749e4d2bcbb3e
