tractMilestoneEvidenceId,tractId,milestoneType,earliestDate,latestDate,datePrecision,evidenceId,sourceIds,directOrInferred,confidence,confidenceRationale,physicalLifecycleMeaning,limitations,reviewStatus
LH-TRACT-EVIDENCE-15625-RECORDING,LH-TRACT-15625,legal_tract_map_recording,1999-04-22,1999-04-22,day,LH-OBS-TRACT-15625,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15626-RECORDING,LH-TRACT-15626,legal_tract_map_recording,1999-05-07,1999-05-07,day,LH-OBS-TRACT-15626,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15627-RECORDING,LH-TRACT-15627,legal_tract_map_recording,1999-05-14,1999-05-14,day,LH-OBS-TRACT-15627,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15628-RECORDING,LH-TRACT-15628,legal_tract_map_recording,1999-05-25,1999-05-25,day,LH-OBS-TRACT-15628,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15629-RECORDING,LH-TRACT-15629,legal_tract_map_recording,1999-06-30,1999-06-30,day,LH-OBS-TRACT-15629,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15630-RECORDING,LH-TRACT-15630,legal_tract_map_recording,1999-05-14,1999-05-14,day,LH-OBS-TRACT-15630,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15631-RECORDING,LH-TRACT-15631,legal_tract_map_recording,2000-09-14,2000-09-14,day,LH-OBS-TRACT-15631,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15632-RECORDING,LH-TRACT-15632,legal_tract_map_recording,1999-08-30,1999-08-30,day,LH-OBS-TRACT-15632,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15793-RECORDING,LH-TRACT-15793,legal_tract_map_recording,2008-12-24,2008-12-24,day,LH-OBS-TRACT-15793,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15813-RECORDING,LH-TRACT-15813,legal_tract_map_recording,2000-06-14,2000-06-14,day,LH-OBS-TRACT-15813,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15827-RECORDING,LH-TRACT-15827,legal_tract_map_recording,2000-05-10,2000-05-10,day,LH-OBS-TRACT-15827,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15884-RECORDING,LH-TRACT-15884,legal_tract_map_recording,2000-01-14,2000-01-14,day,LH-OBS-TRACT-15884,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15885-RECORDING,LH-TRACT-15885,legal_tract_map_recording,2000-07-27,2000-07-27,day,LH-OBS-TRACT-15885,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15886-RECORDING,LH-TRACT-15886,legal_tract_map_recording,2000-10-30,2000-10-30,day,LH-OBS-TRACT-15886,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15887-RECORDING,LH-TRACT-15887,legal_tract_map_recording,2000-06-02,2000-06-02,day,LH-OBS-TRACT-15887,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15888-RECORDING,LH-TRACT-15888,legal_tract_map_recording,2000-06-02,2000-06-02,day,LH-OBS-TRACT-15888,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15901-RECORDING,LH-TRACT-15901,legal_tract_map_recording,2000-07-06,2000-07-06,day,LH-OBS-TRACT-15901,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15902-RECORDING,LH-TRACT-15902,legal_tract_map_recording,2000-06-16,2000-06-16,day,LH-OBS-TRACT-15902,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15903-RECORDING,LH-TRACT-15903,legal_tract_map_recording,2000-06-16,2000-06-16,day,LH-OBS-TRACT-15903,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15904-RECORDING,LH-TRACT-15904,legal_tract_map_recording,2000-06-02,2000-06-02,day,LH-OBS-TRACT-15904,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15905-RECORDING,LH-TRACT-15905,legal_tract_map_recording,2000-08-16,2000-08-16,day,LH-OBS-TRACT-15905,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15906-RECORDING,LH-TRACT-15906,legal_tract_map_recording,2000-06-16,2000-06-16,day,LH-OBS-TRACT-15906,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15907-RECORDING,LH-TRACT-15907,legal_tract_map_recording,2000-08-25,2000-08-25,day,LH-OBS-TRACT-15907,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15908-RECORDING,LH-TRACT-15908,legal_tract_map_recording,2001-06-29,2001-06-29,day,LH-OBS-TRACT-15908,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15909-RECORDING,LH-TRACT-15909,legal_tract_map_recording,2001-06-29,2001-06-29,day,LH-OBS-TRACT-15909,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15910-RECORDING,LH-TRACT-15910,legal_tract_map_recording,2000-10-13,2000-10-13,day,LH-OBS-TRACT-15910,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15911-RECORDING,LH-TRACT-15911,legal_tract_map_recording,2000-10-11,2000-10-11,day,LH-OBS-TRACT-15911,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15912-RECORDING,LH-TRACT-15912,legal_tract_map_recording,2000-06-22,2000-06-22,day,LH-OBS-TRACT-15912,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15914-RECORDING,LH-TRACT-15914,legal_tract_map_recording,2001-05-30,2001-05-30,day,LH-OBS-TRACT-15914,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15915-RECORDING,LH-TRACT-15915,legal_tract_map_recording,2000-08-25,2000-08-25,day,LH-OBS-TRACT-15915,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15985-RECORDING,LH-TRACT-15985,legal_tract_map_recording,2003-04-04,2003-04-04,day,LH-OBS-TRACT-15985,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15986-RECORDING,LH-TRACT-15986,legal_tract_map_recording,2003-08-28,2003-08-28,day,LH-OBS-TRACT-15986,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15987-RECORDING,LH-TRACT-15987,legal_tract_map_recording,2002-12-17,2002-12-17,day,LH-OBS-TRACT-15987,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15988-RECORDING,LH-TRACT-15988,legal_tract_map_recording,2004-01-30,2004-01-30,day,LH-OBS-TRACT-15988,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15989-RECORDING,LH-TRACT-15989,legal_tract_map_recording,2004-11-15,2004-11-15,day,LH-OBS-TRACT-15989,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-15990-RECORDING,LH-TRACT-15990,legal_tract_map_recording,2004-10-28,2004-10-28,day,LH-OBS-TRACT-15990,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16025-RECORDING,LH-TRACT-16025,legal_tract_map_recording,2001-01-26,2001-01-26,day,LH-OBS-TRACT-16025,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16063-RECORDING,LH-TRACT-16063,legal_tract_map_recording,2001-05-25,2001-05-25,day,LH-OBS-TRACT-16063,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16101-RECORDING,LH-TRACT-16101,legal_tract_map_recording,2001-06-29,2001-06-29,day,LH-OBS-TRACT-16101,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16102-RECORDING,LH-TRACT-16102,legal_tract_map_recording,2001-06-12,2001-06-12,day,LH-OBS-TRACT-16102,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16103-RECORDING,LH-TRACT-16103,legal_tract_map_recording,2001-06-12,2001-06-12,day,LH-OBS-TRACT-16103,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16104-RECORDING,LH-TRACT-16104,legal_tract_map_recording,2001-07-31,2001-07-31,day,LH-OBS-TRACT-16104,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16105-RECORDING,LH-TRACT-16105,legal_tract_map_recording,2001-04-01,2001-04-01,day,LH-OBS-TRACT-16105,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16114-RECORDING,LH-TRACT-16114,legal_tract_map_recording,2001-07-31,2001-07-31,day,LH-OBS-TRACT-16114,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16115-RECORDING,LH-TRACT-16115,legal_tract_map_recording,2002-02-14,2002-02-14,day,LH-OBS-TRACT-16115,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16116-RECORDING,LH-TRACT-16116,legal_tract_map_recording,2002-05-16,2002-05-16,day,LH-OBS-TRACT-16116,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16117-RECORDING,LH-TRACT-16117,legal_tract_map_recording,2001-12-26,2001-12-26,day,LH-OBS-TRACT-16117,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16118-RECORDING,LH-TRACT-16118,legal_tract_map_recording,2001-10-26,2001-10-26,day,LH-OBS-TRACT-16118,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16119-RECORDING,LH-TRACT-16119,legal_tract_map_recording,2001-12-26,2001-12-26,day,LH-OBS-TRACT-16119,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16120-RECORDING,LH-TRACT-16120,legal_tract_map_recording,2001-10-12,2001-10-12,day,LH-OBS-TRACT-16120,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16121-RECORDING,LH-TRACT-16121,legal_tract_map_recording,2001-12-26,2001-12-26,day,LH-OBS-TRACT-16121,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16122-RECORDING,LH-TRACT-16122,legal_tract_map_recording,2001-12-26,2001-12-26,day,LH-OBS-TRACT-16122,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16126-RECORDING,LH-TRACT-16126,legal_tract_map_recording,2001-11-08,2001-11-08,day,LH-OBS-TRACT-16126,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16127-RECORDING,LH-TRACT-16127,legal_tract_map_recording,2001-07-30,2001-07-30,day,LH-OBS-TRACT-16127,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16155-RECORDING,LH-TRACT-16155,legal_tract_map_recording,2001-01-26,2001-01-26,day,LH-OBS-TRACT-16155,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16156-RECORDING,LH-TRACT-16156,legal_tract_map_recording,2001-01-26,2001-01-26,day,LH-OBS-TRACT-16156,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16157-RECORDING,LH-TRACT-16157,legal_tract_map_recording,2001-01-26,2001-01-26,day,LH-OBS-TRACT-16157,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16203-RECORDING,LH-TRACT-16203,legal_tract_map_recording,2002-01-24,2002-01-24,day,LH-OBS-TRACT-16203,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
LH-TRACT-EVIDENCE-16234-RECORDING,LH-TRACT-16234,legal_tract_map_recording,2001-12-26,2001-12-26,day,LH-OBS-TRACT-16234,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,direct,high,County GIS attribute and recorded map collection establish the legal recording milestone.,none_established,"Recording is not evidence of grading, construction, sale, habitability, or occupancy.",ocr_structured_visual_spot_check_required
