confidence,limitations,neighborhoodName,neighborhoodPhaseId,officialVillageCode,openingDateEarliest,openingDateLatest,openingDateStatus,sourceIds,statementClass,village
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Shady Lane,LH-NPH-01-SHADY-LANE,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sycamore Grove (S),LH-NPH-01-SYCAMORE-GROVE-S,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",The Trails,LH-NPH-01-THE-TRAILS,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Whispering Creek 1,LH-NPH-01-WHISPERING-CREEK-1,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Whispering Creek 2,LH-NPH-01-WHISPERING-CREEK-2,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Wyeth 1,LH-NPH-01-WYETH-1,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Wyeth 2,LH-NPH-01-WYETH-2,1,,,not_located,LH-SRC-LARMAC-VILLAGE-1,documented_exact,Oak Knoll
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Belmont Hill 1,LH-NPH-02-BELMONT-HILL-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Belmont Hill 2,LH-NPH-02-BELMONT-HILL-2,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Chimney Corners 1,LH-NPH-02-CHIMNEY-CORNERS-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Chimney Corners 2,LH-NPH-02-CHIMNEY-CORNERS-2,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Clifton Heights 1,LH-NPH-02-CLIFTON-HEIGHTS-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Clifton Heights 2,LH-NPH-02-CLIFTON-HEIGHTS-2,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Hampton Road 1,LH-NPH-02-HAMPTON-ROAD-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Hampton Road 2,LH-NPH-02-HAMPTON-ROAD-2,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Heritage Square (DMB),LH-NPH-02-HERITAGE-SQUARE-DMB,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Laurel Canyon Apts (DMB),LH-NPH-02-LAUREL-CANYON-APTS-DMB,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Lexington 1,LH-NPH-02-LEXINGTON-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Reston 1,LH-NPH-02-RESTON-1,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Reston 2,LH-NPH-02-RESTON-2,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Reston 3,LH-NPH-02-RESTON-3,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Reston 4,LH-NPH-02-RESTON-4,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tamarind,LH-NPH-02-TAMARIND,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tattershall,LH-NPH-02-TATTERSHALL,2,,,not_located,LH-SRC-LARMAC-VILLAGE-2,documented_exact,Flintridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Aldenhouse (S),LH-NPH-03-ALDENHOUSE-S,3,,,not_located,LH-SRC-LARMAC-VILLAGE-3,documented_exact,Township
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",The Gables 1,LH-NPH-03-THE-GABLES-1,3,,,not_located,LH-SRC-LARMAC-VILLAGE-3,documented_exact,Township
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",The Gables 2,LH-NPH-03-THE-GABLES-2,3,,,not_located,LH-SRC-LARMAC-VILLAGE-3,documented_exact,Township
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Three Vines (S),LH-NPH-03-THREE-VINES-S,3,,,not_located,LH-SRC-LARMAC-VILLAGE-3,documented_exact,Township
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Astoria 1,LH-NPH-04-ASTORIA-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Astoria 2,LH-NPH-04-ASTORIA-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Berkshire (S),LH-NPH-04-BERKSHIRE-S,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Canopy Lane 1,LH-NPH-04-CANOPY-LANE-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Canopy Lane 2,LH-NPH-04-CANOPY-LANE-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Canopy Lane 3,LH-NPH-04-CANOPY-LANE-3,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Charleston Place 1 (S),LH-NPH-04-CHARLESTON-PLACE-1-S,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Christopher Homes at Ladera Ranch,LH-NPH-04-CHRISTOPHER-HOMES-AT-LADERA-RANCH,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Front Street,LH-NPH-04-FRONT-STREET,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Greenbrier 1 (S),LH-NPH-04-GREENBRIER-1-S,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Greenbrier 2 (S),LH-NPH-04-GREENBRIER-2-S,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Laurel Glen Apartments (DMB),LH-NPH-04-LAUREL-GLEN-APARTMENTS-DMB,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Laurel Terrance Apartments (DMB),LH-NPH-04-LAUREL-TERRANCE-APARTMENTS-DMB,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Remington Apt. (ING Clarion),LH-NPH-04-REMINGTON-APT-ING-CLARION,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Savannah,LH-NPH-04-SAVANNAH,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",St. Mays Road (S),LH-NPH-04-ST-MAYS-ROAD-S,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sterling Glen 1,LH-NPH-04-STERLING-GLEN-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sterling Glen 2,LH-NPH-04-STERLING-GLEN-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sumners Way 1,LH-NPH-04-SUMNERS-WAY-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sumners Way 2,LH-NPH-04-SUMNERS-WAY-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tether Moon 1,LH-NPH-04-TETHER-MOON-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tether Moon 2,LH-NPH-04-TETHER-MOON-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Weatherhaven,LH-NPH-04-WEATHERHAVEN,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Willow Bend 1,LH-NPH-04-WILLOW-BEND-1,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Willow Bend 2,LH-NPH-04-WILLOW-BEND-2,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Willow Bend 3,LH-NPH-04-WILLOW-BEND-3,4,,,not_located,LH-SRC-LARMAC-VILLAGE-4,documented_exact,Avendale
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Alisal 3,LH-NPH-05-ALISAL-3,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Amarante 1,LH-NPH-05-AMARANTE-1,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Amarante 2,LH-NPH-05-AMARANTE-2,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Amarante II/Bellataire II,LH-NPH-05-AMARANTE-II-BELLATAIRE-II,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Arboledo,LH-NPH-05-ARBOLEDO,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Bellataire 1,LH-NPH-05-BELLATAIRE-1,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Bellataire 2,LH-NPH-05-BELLATAIRE-2,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Capistrano,LH-NPH-05-CAPISTRANO,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Castellina (S),LH-NPH-05-CASTELLINA-S,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Covenant Hills Custom Neighborhood,LH-NPH-05-COVENANT-HILLS-CUSTOM-NEIGHBORHOOD,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Covenant Hills-Tract 15985,LH-NPH-05-COVENANT-HILLS-TRACT-15985,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Covenant Hills-Tract 15988,LH-NPH-05-COVENANT-HILLS-TRACT-15988,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Covenant Hills-Tract 16586,LH-NPH-05-COVENANT-HILLS-TRACT-16586,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Encantada,LH-NPH-05-ENCANTADA,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Las Piedras,LH-NPH-05-LAS-PIEDRAS,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Meriden,LH-NPH-05-MERIDEN,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Meriden 2,LH-NPH-05-MERIDEN-2,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Montanez,LH-NPH-05-MONTANEZ,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",San Donato,LH-NPH-05-SAN-DONATO,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Segovia,LH-NPH-05-SEGOVIA,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sherborne 1,LH-NPH-05-SHERBORNE-1,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sherborne 2,LH-NPH-05-SHERBORNE-2,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Skye Isle 1 & 3,LH-NPH-05-SKYE-ISLE-1-3,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Skye Isle 2,LH-NPH-05-SKYE-ISLE-2,5,,,not_located,LH-SRC-LARMAC-VILLAGE-5,documented_exact,Covenant Hills
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Arborage 1,LH-NPH-06-ARBORAGE-1,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Arborage 2,LH-NPH-06-ARBORAGE-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Branches (S),LH-NPH-06-BRANCHES-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Briar Rose I (S),LH-NPH-06-BRIAR-ROSE-I-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Briar Rose II (S),LH-NPH-06-BRIAR-ROSE-II-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Claiborne,LH-NPH-06-CLAIBORNE,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Claiborne 2,LH-NPH-06-CLAIBORNE-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Evergreen,LH-NPH-06-EVERGREEN,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Evergreen 2,LH-NPH-06-EVERGREEN-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Mosaic,LH-NPH-06-MOSAIC,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Mosaic 2,LH-NPH-06-MOSAIC-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sedona,LH-NPH-06-SEDONA,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sedona 2,LH-NPH-06-SEDONA-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sutter's Mill (S),LH-NPH-06-SUTTER-S-MILL-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sutter's Mill 1 (S),LH-NPH-06-SUTTER-S-MILL-1-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tarleton,LH-NPH-06-TARLETON,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tarleton 2,LH-NPH-06-TARLETON-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Valmont (S),LH-NPH-06-VALMONT-S,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Walden Park,LH-NPH-06-WALDEN-PARK,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Walden Park 2,LH-NPH-06-WALDEN-PARK-2,6,,,not_located,LH-SRC-LARMAC-VILLAGE-6,documented_exact,Terramor
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Atherton Glen (S),LH-NPH-07-ATHERTON-GLEN-S,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Lexington 2,LH-NPH-07-LEXINGTON-2,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Lexington 3,LH-NPH-07-LEXINGTON-3,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Potters Bend,LH-NPH-07-POTTERS-BEND,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Sylvan Oaks,LH-NPH-07-SYLVAN-OAKS,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tamarind,LH-NPH-07-TAMARIND,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tamarind 2,LH-NPH-07-TAMARIND-2,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
high,"Official current membership directory establishes name and village association only; the trailing number is retained as the site's village code, not asserted as an opening phase.",Tattershall,LH-NPH-07-TATTERSHALL,7,,,not_located,LH-SRC-LARMAC-VILLAGE-7,documented_exact,Echo Ridge
