tractId,tractNumber,sourceFile,sheetCount,titledAreaAcres,numberedLots,letteredLots,rawParentTractCandidates,normalizedParentTractIds,parentLotContext,ocrCorrections,titleSheetParties,partyInterpretation,recordDate,sourceIds,method,statementClass,confidence,reviewStatus,constructionConclusion,occupancyConclusion,limitations
LH-TRACT-15813,15813,evidence/lhdrs/tract_maps/TR_15813_MM_795_1-16.pdf,16,155.203,13,56,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15827,15827,evidence/lhdrs/tract_maps/TR_15827_MM_797_32-39.pdf,8,,12,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-05-10,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15884,15884,evidence/lhdrs/tract_maps/TR_15884_MM_794_33-44.pdf,12,87.950,12,28,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-01-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15885,15885,evidence/lhdrs/tract_maps/TR_15885_MM_804_30-33.pdf,4,6.601,30,2000,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-07-27,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15886,15886,evidence/lhdrs/tract_maps/TR_15886_MM_807_25-28.pdf,4,6.186,61,,15884,LH-TRACT-15884,"LOTS 7, N, O AND P OF TRACT NO. 15884",,"DMB Ladera, L.L.C.;Ladera Development Company",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-10-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15887,15887,evidence/lhdrs/tract_maps/TR_15887_MM_802_25-28.pdf,,6.030,12,,16884,LH-TRACT-15884,LOT & OF TRACT NO. 16884,16884->15884,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-02,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15888,15888,evidence/lhdrs/tract_maps/TR_15888_MM_802_14-17.pdf,4,6.221,,,15884,LH-TRACT-15884,LOT 5 OF TRACT NO. 15884,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-02,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15901,15901,evidence/lhdrs/tract_maps/TR_15901_MM_803_48-50.pdf,3,3.172,,,15813,LH-TRACT-15813,LOT 2 OF TRACT NO. 15813,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-07-06,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15902,15902,evidence/lhdrs/tract_maps/TR_15902_MM_803_28-30.pdf,3,,,,15813,LH-TRACT-15813,LOT 1 OF TRACT NO. 15813,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-16,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15903,15903,evidence/lhdrs/tract_maps/TR_15903_MM_803_22-27.pdf,6,6.264,,,,,,,"DMB Ladera, L.L.C.;John Laing Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-16,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15904,15904,evidence/lhdrs/tract_maps/TR_15904_MM_800_48-50.pdf,3,,29,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-02,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15905,15905,evidence/lhdrs/tract_maps/TR_15905_MM_805_6-8.pdf,3,,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-08-16,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15906,15906,evidence/lhdrs/tract_maps/TR_15906_MM_803_16-21.pdf,6,9.542,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;John Laing Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-16,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15907,15907,evidence/lhdrs/tract_maps/TR_15907_MM_805_26-28.pdf,3,4.176,,,15813,LH-TRACT-15813,"LOT IN THE UNINCORPORATED TERRITORY OF THE COUNTY OF ORANGE, STATE OF CALIFORNIA TIME 10:45 AM DATE AUGUST 25,200 _FEE $ 11.9 BLOCK 5157 MODULE BEING A SUBDIVISION OF LOT 4 OF TRACT NO. 15813",,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-08-25,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15908,15908,evidence/lhdrs/tract_maps/TR_15908_MM_820_10-15.pdf,6,9.555,33,3,15813,LH-TRACT-15813,LOT 9 OF TRACT NO. 15813,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-06-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15909,15909,evidence/lhdrs/tract_maps/TR_15909_MM_820_29-34.pdf,,,38,5,15813,LH-TRACT-15813,LOT 10 OF TRACT NO. 15813,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-06-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15910,15910,evidence/lhdrs/tract_maps/TR_15910_MM_806_33-37.pdf,5,8.078,,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-10-13,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15911,15911,evidence/lhdrs/tract_maps/TR_15911_MM_806_27-30.pdf,4,6.060,,,15813,LH-TRACT-15813,"LOTS 12, ""AH"", ""AX"" AND ""AY"" OF TRACT NO. 15813",,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-10-11,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15912,15912,evidence/lhdrs/tract_maps/TR_15912_MM_804_1-4.pdf,4,8.838,,,15813,LH-TRACT-15813,LOT 11 OF TRACT NO. 15813,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-06-22,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15914,15914,evidence/lhdrs/tract_maps/TR_15914_MM_817_45-47.pdf,3,1.280,18,,15827,LH-TRACT-15827,LOT 12 OF TRACT NO. 15827,,"Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-05-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15915,15915,evidence/lhdrs/tract_maps/TR_15915_MM_805_29-34.pdf,6,9.937,83,,15827,LH-TRACT-15827,LOT 2 OF TRACT NO. 15827,,"Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2000-08-25,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15985,15985,evidence/lhdrs/tract_maps/TR_15985_MM_842_8-20.pdf,13,78.285,87,33,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-04-04,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15986,15986,evidence/lhdrs/tract_maps/TR_15986_MM_849_1-15.pdf,15,120.329,13,58,,,,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-08-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15987,15987,evidence/lhdrs/tract_maps/TR_15987_MM_839_1-18.pdf,18,142.174,14,82,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-12-17,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15988,15988,evidence/lhdrs/tract_maps/TR_15988_MM_854_6-16.pdf,,3.560,60,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-01-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15989,15989,evidence/lhdrs/tract_maps/TR_15989_MM_863_8-14.pdf,7,25.212,37,13,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-11-15,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-15990,15990,evidence/lhdrs/tract_maps/TR_15990_MM_862_34-41.pdf,8,,44,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2004-10-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16025,16025,evidence/lhdrs/tract_maps/TR_16025_MM_812_22-29.pdf,8,63.623,8,18,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-01-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16063,16063,evidence/lhdrs/tract_maps/TR_16063_MM_818_32-40.pdf,9,,,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-05-25,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16101,16101,evidence/lhdrs/tract_maps/TR_16101_MM_820_21-25.pdf,5,,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-06-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
