stationContextId,stationFileId,year,month,rawReportCount,deduplicatedHourCount,expectedCalendarHours,validSpeedHourCount,validDirectionalHourCount,validSpeedCoveragePct,meanSpeedMS,medianSpeedMS,p90SpeedMS,maxSustainedSpeedMS,calmHourPct,strongWindHourCountGe10MS,northerlyPct,easterlyPct,southerlyPct,westerlyPct,prevailingSector,timeBasis,sourceIds,statementClass,confidence,limitations
LH-WIND-EL-TORO,69014093101,1997,11,720,720,720,719,523,99.86,1.467,1.000,3.100,9.300,24.76,0,5.93,45.12,13.19,35.76,easterly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,69014093101,1997,12,744,744,744,740,575,99.46,2.827,2.100,7.200,14.400,19.73,22,30.43,41.74,13.91,13.91,easterly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,1,0,0,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,2,0,0,672,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,3,0,0,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,4,0,0,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,5,0,0,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,6,0,0,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,7,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,8,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,9,30,30,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,10,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,11,30,30,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,1999,12,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,1,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,2,28,28,696,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,3,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,4,30,30,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,5,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,6,30,30,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,7,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,8,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,9,30,30,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,10,31,31,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,11,1,1,720,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-EL-TORO,99999993101,2000,12,0,0,744,0,0,0.00,,,,,,0,0.00,0.00,0.00,0.00,,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,1,744,744,744,473,369,63.58,3.199,3.100,5.580,28.300,19.24,8,16.53,20.05,46.07,17.34,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,2,672,672,672,427,354,63.54,3.384,3.100,6.200,11.300,16.39,11,7.06,20.34,47.46,25.14,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,3,744,744,744,477,409,64.11,3.390,3.100,5.340,22.600,14.05,2,1.71,9.54,60.39,28.36,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,4,720,720,720,478,453,66.39,4.325,4.100,6.700,11.300,4.60,2,2.43,15.01,59.82,22.74,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,5,744,744,744,473,441,63.58,3.965,4.100,6.200,10.300,6.34,1,0.23,7.71,71.88,20.18,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,6,720,720,720,472,456,65.56,4.427,4.600,6.200,7.700,3.39,0,0.22,8.11,73.46,18.20,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,7,744,744,744,456,417,61.29,3.936,4.100,6.200,8.200,8.55,0,0.72,3.60,70.98,24.70,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,8,744,744,744,481,424,64.65,3.740,4.100,6.200,9.300,11.64,0,0.00,2.12,70.99,26.89,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,9,720,720,720,452,391,62.78,3.450,3.600,5.700,7.700,13.50,0,1.53,7.16,68.54,22.76,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,10,744,744,744,482,398,64.78,3.544,3.600,6.200,12.900,17.01,4,7.54,12.31,50.25,29.90,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,11,720,720,720,451,326,62.64,2.663,2.600,5.100,12.900,27.05,2,3.37,13.19,50.92,32.52,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1997,12,744,744,744,477,378,64.11,3.674,3.100,7.700,15.400,20.13,23,29.37,24.60,28.04,17.99,northerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,1,744,744,744,451,315,60.62,2.355,2.600,5.100,7.200,30.16,0,2.86,23.49,46.03,27.62,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,2,672,672,672,426,378,63.39,3.765,3.600,6.200,10.300,11.27,6,3.44,23.28,44.18,29.10,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,3,744,744,744,480,428,64.52,3.842,4.100,6.200,11.300,10.83,1,2.34,9.81,53.27,34.58,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,4,720,720,720,465,422,64.58,3.970,4.100,6.200,10.300,8.60,2,2.37,7.11,55.69,34.83,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,5,744,744,744,465,437,62.50,4.338,5.100,6.200,8.200,5.16,0,0.00,8.47,68.19,23.34,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,6,720,720,720,458,438,63.61,4.077,4.100,6.200,8.700,4.15,0,0.46,5.02,61.64,32.88,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,7,744,744,744,481,446,64.65,4.040,4.100,5.700,10.300,6.44,2,0.22,1.79,80.72,17.26,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,8,744,744,744,454,419,61.02,3.950,4.100,5.700,8.200,6.83,0,0.72,1.43,75.18,22.67,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,9,720,720,720,444,399,61.67,3.693,4.100,6.050,8.700,8.56,0,1.50,4.51,56.89,37.09,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,10,744,744,744,475,410,63.84,3.500,3.600,6.200,9.300,12.63,0,4.88,11.71,59.02,24.39,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,11,720,720,720,435,346,60.42,3.121,2.600,5.700,10.300,18.85,1,5.20,13.29,51.16,30.35,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1998,12,744,744,744,469,373,63.04,3.825,3.600,7.700,15.400,14.93,28,21.72,10.99,42.36,24.93,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,1,744,744,744,450,361,60.48,3.133,3.100,5.100,12.900,14.22,5,8.59,14.96,42.66,33.80,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,2,672,672,672,522,366,77.68,2.663,2.600,5.100,10.300,23.95,1,11.20,15.03,45.90,27.87,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,3,744,744,744,742,511,99.73,2.317,2.100,4.600,6.700,24.66,0,3.72,21.72,43.05,31.51,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,4,720,720,720,708,539,98.33,2.955,3.100,5.700,8.700,17.94,0,4.45,17.25,50.46,27.83,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,5,744,744,744,727,586,97.72,2.867,2.600,5.100,7.700,12.93,0,1.54,10.07,64.68,23.72,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,6,720,720,720,711,559,98.75,2.878,2.600,5.100,7.200,12.10,0,0.89,7.33,65.12,26.65,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,7,744,744,744,736,558,98.92,2.685,2.600,4.600,6.700,16.58,0,0.90,4.12,62.37,32.62,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,8,744,744,744,731,510,98.25,2.476,2.600,4.600,6.700,23.53,0,0.59,2.75,63.92,32.75,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,9,720,720,720,708,459,98.33,2.055,2.100,4.100,7.700,28.53,0,3.49,4.79,50.11,41.61,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,10,744,744,744,656,342,88.17,1.532,1.500,3.600,8.200,47.26,0,4.09,7.31,49.12,39.47,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,11,720,720,720,666,379,92.50,1.523,1.500,3.600,9.800,43.09,0,15.04,17.41,31.66,35.88,westerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297793184,1999,12,744,744,744,675,347,90.73,1.769,1.500,4.600,15.400,48.44,7,17.58,30.84,29.11,22.48,easterly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,1,733,733,744,675,376,90.73,1.444,1.500,3.600,13.400,44.15,1,16.49,18.09,31.38,34.04,westerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,2,678,678,696,630,401,90.52,2.097,2.100,4.600,10.800,36.19,2,8.98,17.71,45.14,28.18,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,3,732,732,744,676,485,90.86,2.355,2.600,4.600,9.800,28.11,0,8.66,19.18,45.15,27.01,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,4,710,710,720,660,521,91.67,2.725,2.600,5.100,10.800,21.06,3,2.11,11.90,59.12,26.87,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,5,739,739,744,681,562,91.53,2.800,2.600,5.100,7.700,17.47,0,0.71,6.58,63.70,29.00,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,6,716,716,720,653,553,90.69,2.843,2.600,5.100,6.700,15.31,0,1.99,5.97,63.29,28.75,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
LH-WIND-JOHN-WAYNE,72297799999,2000,7,739,739,744,676,564,90.86,2.841,3.100,5.100,12.000,16.57,4,2.48,4.61,56.38,36.52,southerly,UTC,LH-SRC-NOAA-GLOBAL-HOURLY;LH-SRC-NOAA-ISD-HISTORY,documented_approximate,medium,Regional station observation; not downscaled to Ladera Ranch and not a model of air movement between locations.
